preprint_doi,document,category,version_count,published_doi,pmcid,pmcoa,journal,preprint_date,published_date,time_to_published,doc_distances
10.1101/215350,215350_v2.xml,microbiology,2,10.1073/pnas.1801247115,PMC5949002,TRUE,Proc_Natl_Acad_Sci_U_S_A,11/8/17,4/23/18,166 days,1.815288213
10.1101/215368,215368_v1.xml,biochemistry,1,10.7554/elife.34300,PMC6117156,TRUE,eLife,11/7/17,7/20/18,255 days,4.724239395
10.1101/215392,215392_v1.xml,neuroscience,1,10.1371/journal.pcbi.1006400,PMC6193738,TRUE,PLoS_Comput_Biol,11/9/17,10/8/18,333 days,1.242527775
10.1101/215400,215400_v1.xml,neuroscience,1,10.1038/s41467-018-04840-2,PMC6018802,TRUE,Nat_Commun,11/7/17,6/26/18,231 days,1.752089823
10.1101/215442,215442_v1.xml,molecular biology,1,10.1080/15592294.2018.1469891,PMC6140815,TRUE,Epigenetics,11/7/17,8/6/18,272 days,1.85574433
10.1101/215483,215483_v1.xml,genetics,1,10.3389/fmicb.2018.03009,PMC6292926,TRUE,Front_Microbiol,11/8/17,12/7/18,394 days,1.487089478
10.1101/215491,215491_v1.xml,bioinformatics,1,10.1098/rsif.2018.0512,PMC6170769,TRUE,J_R_Soc_Interface,11/10/17,9/5/18,299 days,1.461676426
10.1101/215509,215509_v1.xml,neuroscience,1,10.1523/eneuro.0401-17.2018,PMC6179574,TRUE,eNeuro,11/20/17,7/18/18,240 days,0.809664123
10.1101/215517,215517_v1.xml,plant biology,1,10.3389/fpls.2018.01402,PMC6186997,TRUE,Front_Plant_Sci,11/8/17,10/4/18,330 days,1.432991423
10.1101/215657,215657_v1.xml,neuroscience,1,10.1038/s41598-018-25110-7,PMC5931607,TRUE,Sci_Rep,11/8/17,5/1/18,174 days,1.286721748
10.1101/215681,215681_v2.xml,molecular biology,2,10.1038/s41598-018-21723-0,PMC5820254,TRUE,Sci_Rep,11/7/17,2/20/18,105 days,1.152555966
10.1101/215764,215764_v2.xml,cell biology,2,10.1371/journal.pone.0214512,PMC6440626,TRUE,PLoS_One,11/7/17,3/29/19,507 days,1.608336692
10.1101/215814,215814_v1.xml,biophysics,1,10.7554/elife.33183,PMC5812715,TRUE,eLife,11/7/17,2/14/18,99 days,1.332411954
10.1101/215855,215855_v1.xml,bioinformatics,1,10.1093/gigascience/giy032,PMC5893960,TRUE,Gigascience,11/7/17,4/2/18,146 days,1.239993647
10.1101/215871,215871_v1.xml,systems biology,1,10.1038/s41467-018-06664-6,PMC6181989,TRUE,Nat_Commun,12/1/17,10/11/18,314 days,1.630366244
10.1101/215897,215897_v5.xml,molecular biology,5,10.1002/ece3.4013,PMC6024127,TRUE,Ecol_Evol,11/7/17,5/29/18,203 days,1.743118997
10.1101/215913,215913_v1.xml,evolutionary biology,1,10.1371/journal.pgen.1007325,PMC5918913,TRUE,PLoS_Genet,11/7/17,4/25/18,169 days,1.07582009
10.1101/215947,215947_v1.xml,bioinformatics,1,10.1038/s41598-018-21256-6,PMC5807363,TRUE,Sci_Rep,11/8/17,2/9/18,93 days,1.357633458
10.1101/215954,215954_v1.xml,cancer biology,1,10.1038/s41467-018-05220-6,PMC6057940,TRUE,Nat_Commun,11/8/17,7/24/18,258 days,1.38218926
10.1101/215970,215970_v1.xml,cell biology,1,10.1083/jcb.201711039,PMC6122995,TRUE,J_Cell_Biol,11/8/17,6/15/18,219 days,1.513330831
10.1101/216002,216002_v1.xml,genetics,1,10.1093/jxb/ery016,PMC5888960,TRUE,J_Exp_Bot,11/8/17,1/20/18,73 days,0.896819616
10.1101/216044,216044_v1.xml,cell biology,1,10.1083/jcb.201711006,PMC5940311,TRUE,J_Cell_Biol,11/8/17,3/1/18,113 days,0.829774166
10.1101/216077,216077_v1.xml,bioinformatics,1,10.1186/s12864-018-5034-x,PMC6123912,TRUE,BMC_Genomics,11/8/17,9/4/18,300 days,1.3258303
10.1101/216085,216085_v1.xml,neuroscience,1,10.1038/s41593-018-0205-2,PMC6130849,TRUE,Nat_Neurosci,11/8/17,8/27/18,292 days,1.40790839
10.1101/216093,216093_v2.xml,neuroscience,2,10.1523/eneuro.0390-17.2018,PMC5788698,TRUE,eNeuro,11/8/17,1/15/18,68 days,0.972857811
10.1101/216150,216150_v2.xml,neuroscience,2,10.7554/elife.39575,PMC6200395,TRUE,eLife,11/8/17,9/27/18,323 days,2.061221437
10.1101/216184,216184_v1.xml,neuroscience,2,10.1371/journal.pcbi.1006124,PMC5955601,TRUE,PLoS_Comput_Biol,11/9/17,5/4/18,176 days,1.110423484
10.1101/216192,216192_v2.xml,neuroscience,4,10.1111/jnp.12159,PMC6766984,TRUE,J_Neuropsychol,11/8/17,4/17/18,160 days,1.017457064
10.1101/216234,216234_v1.xml,cell biology,1,10.1371/journal.pone.0193790,PMC5892948,TRUE,PLoS_One,11/16/17,4/10/18,145 days,0.867623444
10.1101/216291,216291_v1.xml,genetics,1,10.1186/s13073-017-0510-5,PMC5759841,TRUE,Genome_Med,11/13/17,1/9/18,57 days,1.257226256
10.1101/216309,216309_v2.xml,developmental biology,2,10.1016/j.bbi.2018.05.016,PMC6191930,TRUE,Brain_Behav_Immun,11/8/17,5/20/18,193 days,0.915981125
10.1101/216317,216317_v1.xml,systems biology,2,10.7554/elife.34613,PMC6008051,TRUE,eLife,11/8/17,5/29/18,202 days,1.277865341
10.1101/216333,216333_v1.xml,neuroscience,1,10.7554/elife.34238,PMC5947989,TRUE,eLife,11/8/17,4/18/18,161 days,1.90049984
10.1101/216341,216341_v3.xml,neuroscience,3,10.1523/jneurosci.2645-17.2017,PMC5864153,TRUE,J_Neurosci,11/8/17,2/19/18,103 days,0.775331194
10.1101/216374,216374_v3.xml,neuroscience,3,10.3389/fpsyg.2018.02708,PMC6333905,TRUE,Front_Psychol,11/8/17,1/9/19,427 days,0.706113704
10.1101/216432,216432_v1.xml,bioinformatics,1,10.1186/s13073-019-0670-6,PMC6767648,TRUE,Genome_Med,11/8/17,9/29/19,690 days,1.502580301
10.1101/216440,216440_v1.xml,genomics,2,10.1534/g3.118.200176,PMC5940158,TRUE,G3_(Bethesda),11/8/17,3/15/18,127 days,0.992928153
10.1101/216465,216465_v1.xml,bioinformatics,2,10.1093/nar/gky577,PMC6144873,TRUE,Nucleic_Acids_Res,11/8/17,7/9/18,243 days,1.122135629
10.1101/216499,216499_v1.xml,neuroscience,1,10.7554/elife.40070,PMC6307855,TRUE,eLife,11/9/17,12/18/18,404 days,1.693218699
10.1101/216523,216523_v1.xml,physiology,1,10.1371/journal.pcbi.1005980,PMC5812655,TRUE,PLoS_Comput_Biol,11/9/17,2/2/18,85 days,0.45449476
10.1101/216572,216572_v1.xml,neuroscience,1,10.1371/journal.pbio.2006548,PMC6034887,TRUE,PLoS_Biol,11/9/17,6/25/18,228 days,1.255419438
10.1101/216630,216630_v1.xml,molecular biology,1,10.1016/j.molcel.2019.09.020,PMC6900782,TRUE,Mol_Cell,11/8/17,12/5/19,757 days,1.818579854
10.1101/216689,216689_v2.xml,bioinformatics,2,10.1371/journal.pone.0207840,PMC6281214,TRUE,PLoS_One,11/9/17,12/5/18,391 days,1.182471274
10.1101/216754,216754_v1.xml,bioinformatics,2,10.1016/j.ebiom.2017.11.028,PMC5828545,TRUE,EBioMedicine,11/9/17,1/15/18,67 days,1.597779315
10.1101/216796,216796_v1.xml,neuroscience,1,10.1007/s00426-018-1051-2,PMC6373351,TRUE,Psychol_Res,11/9/17,7/18/18,251 days,1.292591378
10.1101/216804,216804_v1.xml,cell biology,1,10.15252/embj.201798576,PMC5920242,TRUE,EMBO_J,11/9/17,3/22/18,133 days,1.510239277
10.1101/216812,216812_v1.xml,cell biology,1,10.1083/jcb.201711181,PMC6219724,TRUE,J_Cell_Biol,11/9/17,9/12/19,672 days,1.367425355
10.1101/216838,216838_v1.xml,cell biology,1,10.7554/elife.33465,PMC6008054,TRUE,eLife,11/9/17,5/29/18,201 days,1.154349363
10.1101/216846,216846_v1.xml,neuroscience,1,10.1523/jneurosci.2518-18.2018,PMC6391559,TRUE,J_Neurosci,11/9/17,12/12/18,398 days,1.432290514
10.1101/216879,216879_v2.xml,immunology,2,10.1038/s41467-018-04579-w,PMC6008327,TRUE,Nat_Commun,11/9/17,6/19/18,222 days,1.748191027
10.1101/216887,216887_v1.xml,microbiology,2,10.1074/jbc.m117.818716,PMC5836111,TRUE,J_Biol_Chem,11/9/17,1/11/18,63 days,0.965726497
10.1101/216895,216895_v1.xml,developmental biology,1,10.1242/dmm.034876,PMC6262816,TRUE,Dis_Model_Mech,11/9/17,9/28/18,323 days,1.000538115
10.1101/216937,216937_v1.xml,epidemiology,1,10.1186/s12879-018-3367-3,PMC6137907,TRUE,BMC_Infect_Dis,11/10/17,9/14/18,308 days,0.978721235
10.1101/216945,216945_v1.xml,neuroscience,1,10.1016/j.celrep.2018.04.079,PMC5997271,TRUE,Cell_Rep,11/9/17,5/22/20,925 days,1.921992058
10.1101/216994,216994_v1.xml,bioinformatics,2,10.1093/gigascience/giy093,PMC6105091,TRUE,Gigascience,11/9/17,7/24/18,257 days,0.523069869
10.1101/217026,217026_v1.xml,microbiology,1,10.1371/journal.ppat.1007313,PMC6168178,TRUE,PLoS_Pathog,11/9/17,9/20/18,315 days,1.002961352
10.1101/217117,217117_v1.xml,genomics,1,10.1093/nar/gky182,PMC6007450,TRUE,Nucleic_Acids_Res,11/10/17,3/14/18,124 days,0.705405789
10.1101/217208,217208_v1.xml,genomics,1,10.1371/journal.pone.0214368,PMC6448829,TRUE,PLoS_One,11/9/17,4/4/19,511 days,0.551223332
10.1101/217216,217216_v1.xml,microbiology,1,10.1371/journal.pone.0215945,PMC6493738,TRUE,PLoS_One,11/13/17,5/1/19,534 days,1.232369703
10.1101/217232,217232_v1.xml,epidemiology,2,10.1038/s41559-018-0786-x,PMC6420107,TRUE,Nat_Ecol_Evol,11/10/17,2/11/19,458 days,2.958719796
10.1101/217315,217315_v1.xml,bioinformatics,1,10.3389/fmicb.2018.00365,PMC5837987,TRUE,Front_Microbiol,11/15/17,3/1/18,106 days,0.627342845
10.1101/217323,217323_v1.xml,bioinformatics,1,10.1038/s41598-018-24467-z,PMC5906684,TRUE,Sci_Rep,11/10/17,4/18/18,159 days,1.615799552
10.1101/217422,217422_v1.xml,neuroscience,1,10.7554/elife.34171,PMC6059768,TRUE,eLife,11/10/17,7/3/18,235 days,1.468614716
10.1101/217489,217489_v1.xml,immunology,1,10.1016/j.immuni.2019.01.001,PMC6382439,TRUE,Immunity,11/22/17,1/23/19,427 days,1.798887517
10.1101/217505,217505_v1.xml,bioinformatics,1,10.1093/bioinformatics/bty427,PMC6198866,TRUE,Bioinformatics,11/10/17,5/29/18,200 days,1.874315027
10.1101/217554,217554_v2.xml,bioinformatics,2,10.15252/msb.20178124,PMC6010767,TRUE,Mol_Syst_Biol,11/10/17,6/20/18,222 days,1.799596027
10.1101/217588,217588_v1.xml,epidemiology,1,10.1093/nar/gkz538,PMC6698807,TRUE,Nucleic_Acids_Res,11/10/17,6/10/19,577 days,0.993570467
10.1101/217604,217604_v1.xml,neuroscience,1,10.7554/elife.33321,PMC5935486,TRUE,eLife,11/10/17,3/21/18,131 days,1.3016684
10.1101/217612,217612_v1.xml,clinical trials,1,10.1016/j.ebiom.2018.04.010,PMC6013786,TRUE,EBioMedicine,11/21/17,4/10/18,140 days,1.439325723
10.1101/217646,217646_v1.xml,molecular biology,1,10.1186/s13059-018-1564-4,PMC6211444,TRUE,Genome_Biol,11/11/17,10/31/18,354 days,1.434806085
10.1101/217653,217653_v1.xml,immunology,1,10.1038/s41598-018-30037-0,PMC6072738,TRUE,Sci_Rep,12/26/17,8/2/18,219 days,1.047839714
10.1101/217661,217661_v1.xml,neuroscience,1,10.1093/cercor/bhy226,PMC6294416,TRUE,Cereb_Cortex,11/10/17,8/23/18,286 days,0.888793822
10.1101/217679,217679_v1.xml,developmental biology,1,10.7554/elife.32847,PMC6033539,TRUE,eLife,11/10/17,6/5/18,207 days,1.493995841
10.1101/217687,217687_v1.xml,cell biology,2,10.1083/jcb.201711048,PMC6080944,TRUE,J_Cell_Biol,11/10/17,6/25/18,227 days,1.398914472
10.1101/217778,217778_v1.xml,bioinformatics,2,10.1093/bioinformatics/bty283,PMC6157883,TRUE,Bioinformatics,11/10/17,4/16/18,157 days,5.699540359
10.1101/217786,217786_v1.xml,genetics,1,10.1016/j.ebiom.2018.01.023,PMC5898025,TRUE,EBioMedicine,11/10/17,2/10/18,92 days,2.385289808
10.1101/217836,217836_v1.xml,cell biology,1,10.1016/j.cell.2018.06.032,PMC6086932,TRUE,Cell,11/15/17,8/9/18,267 days,2.41536483
10.1101/217851,217851_v1.xml,cancer biology,1,10.1111/eva.12625,PMC6099832,TRUE,Evol_Appl,11/10/17,4/17/18,158 days,1.501076718
10.1101/217877,217877_v1.xml,neuroscience,1,10.3389/fnsys.2018.00062,PMC6328460,TRUE,Front_Syst_Neurosci,11/10/17,1/4/19,420 days,1.941675735
10.1101/217885,217885_v1.xml,cell biology,1,10.1091/mbc.e17-11-0637,PMC5905299,TRUE,Mol_Biol_Cell,11/10/17,1/31/18,82 days,1.025482143
10.1101/217893,217893_v1.xml,cancer biology,1,10.1371/journal.pone.0198157,PMC5979011,TRUE,PLoS_One,11/10/17,5/31/18,202 days,0.815009543
10.1101/217919,217919_v1.xml,microbiology,3,10.1093/femsec/fiz033,PMC6447756,TRUE,FEMS_Microbiol_Ecol,11/10/17,3/10/19,485 days,1.203888389
10.1101/217950,217950_v2.xml,microbiology,3,10.1128/mbio.00441-18,PMC5893878,TRUE,mBio,11/10/17,4/10/18,151 days,1.117241707
10.1101/217992,217992_v1.xml,microbiology,2,10.1128/msystems.00184-17,PMC5811630,TRUE,mSystems,11/11/17,2/13/18,94 days,1.217787027
10.1101/218016,218016_v1.xml,neuroscience,1,10.1038/s41598-018-29437-z,PMC6068151,TRUE,Sci_Rep,11/11/17,7/31/18,262 days,1.157050048
10.1101/218032,218032_v2.xml,ecology,4,10.1371/journal.pone.0194450,PMC5864015,TRUE,PLoS_One,11/11/17,3/26/18,135 days,0.810514062
10.1101/218081,218081_v1.xml,animal behavior and cognition,1,10.3389/fphys.2018.00577,PMC5974117,TRUE,Front_Physiol,11/11/17,5/23/18,193 days,1.282410322
10.1101/218099,218099_v1.xml,genetics,1,10.1016/j.bj.2019.03.003,PMC6818142,TRUE,Biomed_J,11/11/17,9/12/19,670 days,0.805198346
10.1101/218123,218123_v1.xml,neuroscience,1,10.3389/fnhum.2018.00018,PMC5797781,TRUE,Front_Hum_Neurosci,11/11/17,1/31/18,81 days,1.222196451
10.1101/218149,218149_v1.xml,molecular biology,1,10.7554/elife.33761,PMC6023611,TRUE,eLife,11/11/17,5/29/18,199 days,3.864043135
10.1101/218156,218156_v1.xml,genetics,1,10.1093/nar/gky164,PMC6007333,TRUE,Nucleic_Acids_Res,11/13/17,3/10/18,117 days,2.587026077
10.1101/218164,218164_v1.xml,microbiology,1,10.1038/s41467-018-04786-5,PMC6002521,TRUE,Nat_Commun,11/11/17,6/14/18,215 days,3.883758263
10.1101/218255,218255_v1.xml,clinical trials,1,10.1038/s41525-018-0045-8,PMC5807510,TRUE,NPJ_Genom_Med,11/13/17,2/9/18,88 days,1.288040175
10.1101/218263,218263_v1.xml,systems biology,1,10.7554/elife.33549,PMC5922972,TRUE,eLife,11/16/17,4/5/18,140 days,1.112683326
10.1101/218321,218321_v1.xml,biochemistry,1,10.1093/nar/gky1277,PMC6379708,TRUE,Nucleic_Acids_Res,11/12/17,12/13/18,396 days,0.965061398
10.1101/218354,218354_v1.xml,developmental biology,1,10.7554/elife.44491,PMC6340703,TRUE,eLife,11/12/17,1/21/19,435 days,1.08375565
10.1101/218388,218388_v1.xml,genomics,1,10.1038/s41588-018-0183-z,PMC6128408,TRUE,Nat_Genet,11/15/17,8/13/18,271 days,4.185061165
10.1101/218396,218396_v1.xml,evolutionary biology,1,10.1186/s12864-018-4816-5,PMC5977736,TRUE,BMC_Genomics,11/12/17,5/30/18,199 days,1.111827525
10.1101/218404,218404_v1.xml,genetics,1,10.1371/journal.pgen.1007549,PMC6192650,TRUE,PLoS_Genet,11/12/17,10/5/18,327 days,1.091391228
10.1101/218420,218420_v1.xml,neuroscience,1,10.1371/journal.pone.0193770,PMC5854259,TRUE,PLoS_One,11/13/17,3/15/18,122 days,1.128562981
10.1101/218438,218438_v1.xml,immunology,1,10.1084/jem.20172064,PMC6170169,TRUE,J_Exp_Med,11/13/17,9/4/18,295 days,1.308593125
10.1101/218461,218461_v1.xml,microbiology,1,10.1093/cid/ciy027,PMC6030810,TRUE,Clin_Infect_Dis,11/13/17,1/11/18,59 days,0.942159931
10.1101/218487,218487_v1.xml,developmental biology,1,10.1371/journal.pbio.2005086,PMC6019387,TRUE,PLoS_Biol,12/23/17,6/26/18,185 days,1.317185159
10.1101/218503,218503_v1.xml,biophysics,1,10.1136/lupus-2018-000264,PMC6069922,TRUE,Lupus_Sci_Med,11/13/17,7/26/18,255 days,0.464520951
10.1101/218552,218552_v1.xml,microbiology,1,10.1128/jb.00779-17,PMC5892119,TRUE,J_Bacteriol,11/13/17,2/20/18,99 days,1.063707058
10.1101/218586,218586_v1.xml,bioinformatics,1,10.1093/gigascience/giy079,PMC6065480,TRUE,Gigascience,11/13/17,7/4/18,233 days,1.026908851
10.1101/218685,218685_v1.xml,physiology,1,10.1038/s41598-018-29230-y,PMC6054609,TRUE,Sci_Rep,11/13/17,7/20/18,249 days,0.993467847
10.1101/218701,218701_v1.xml,genomics,1,10.1186/s12864-018-4473-8,PMC5836839,TRUE,BMC_Genomics,11/13/17,2/9/18,88 days,1.141552477
10.1101/218735,218735_v1.xml,genetics,1,10.1186/s12915-018-0496-5,PMC5875015,TRUE,BMC_Biol,11/14/17,3/29/18,135 days,0.73725727
10.1101/218750,218750_v1.xml,cell biology,2,10.1038/s41467-018-06768-z,PMC6220262,TRUE,Nat_Commun,11/13/17,11/7/18,359 days,3.576918611
10.1101/218768,218768_v1.xml,molecular biology,1,10.26508/lsa.201800024,PMC6238394,TRUE,Life_Sci_Alliance,11/13/17,2/9/18,88 days,0.840060468
10.1101/218842,218842_v1.xml,genomics,2,10.1371/journal.pgen.1008036,PMC6433296,TRUE,PLoS_Genet,11/13/17,3/13/19,485 days,1.2795903
10.1101/218859,218859_v1.xml,epidemiology,2,10.1136/bmj.k2357,PMC6039831,TRUE,BMJ,11/13/17,7/11/18,240 days,0.983974234
10.1101/218867,218867_v1.xml,scientific communication,1,10.1371/journal.pone.0202762,PMC6135363,TRUE,PLoS_One,11/13/17,9/12/18,303 days,0.965668448
10.1101/218883,218883_v1.xml,genetics,1,10.1038/s41588-018-0178-9,PMC6130754,TRUE,Nat_Genet,11/14/17,8/13/18,272 days,1.521453707
10.1101/218891,218891_v1.xml,genetics,1,10.1002/2211-5463.12407,PMC5881543,TRUE,FEBS_Open_Bio,11/13/17,3/12/18,119 days,1.326183539
10.1101/218925,218925_v1.xml,developmental biology,1,10.1534/g3.118.200578,PMC6118307,TRUE,G3_(Bethesda),11/13/17,7/16/18,245 days,1.191438799
10.1101/218958,218958_v1.xml,immunology,1,10.1038/s41586-018-0449-8,PMC6133715,TRUE,Nature,11/14/17,8/22/18,281 days,2.221774264
10.1101/218966,218966_v1.xml,biophysics,1,10.7554/elife.36307,PMC6039181,TRUE,eLife,11/13/17,6/7/18,206 days,1.496835531
10.1101/219006,219006_v1.xml,systems biology,1,10.1186/s12915-018-0555-y,PMC6094552,TRUE,BMC_Biol,11/13/17,8/16/18,276 days,0.664513618
10.1101/219014,219014_v1.xml,bioinformatics,1,10.1186/s13326-019-0200-x,PMC6532127,TRUE,J_Biomed_Semantics,11/13/17,5/22/19,555 days,0.79738944
10.1101/219022,219022_v1.xml,synthetic biology,1,10.7554/elife.33423,PMC6014726,TRUE,eLife,11/16/17,6/19/18,215 days,1.701549403
10.1101/219063,219063_v1.xml,immunology,1,10.1002/sctm.17-0189,PMC5980368,TRUE,Stem_Cells_Transl_Med,11/13/17,6/6/18,205 days,0.8510894
10.1101/219071,219071_v1.xml,microbiology,1,10.1038/s41467-018-05354-7,PMC6076271,TRUE,Nat_Commun,11/17/17,8/3/18,259 days,1.9362331
10.1101/219089,219089_v1.xml,bioinformatics,1,10.1016/j.ebiom.2018.04.002,PMC6013753,TRUE,EBioMedicine,11/14/17,4/6/18,143 days,0.761415943
10.1101/219113,219113_v2.xml,biophysics,4,10.1016/j.sbi.2018.01.009,PMC6078797,TRUE,Curr_Opin_Struct_Biol,11/13/17,2/15/18,94 days,1.747840144
10.1101/219154,219154_v1.xml,epidemiology,1,10.1371/journal.pntd.0006807,PMC6173446,TRUE,PLoS_Negl_Trop_Dis,11/16/17,9/25/18,313 days,1.042750209
10.1101/219162,219162_v1.xml,bioinformatics,1,10.1038/s41598-018-23534-9,PMC5980076,TRUE,Sci_Rep,11/16/17,3/26/18,130 days,1.215051775
10.1101/219196,219196_v1.xml,neuroscience,2,10.1002/hbm.24069,PMC6055613,TRUE,Hum_Brain_Mapp,11/14/17,4/17/18,154 days,1.418361184
10.1101/219253,219253_v2.xml,cell biology,2,10.1091/mbc.e17-11-0648,PMC6080713,TRUE,Mol_Biol_Cell,11/15/17,5/17/18,183 days,0.952030139
10.1101/219287,219287_v1.xml,bioinformatics,1,10.1186/s12859-018-2203-5,PMC5975413,TRUE,BMC_Bioinformatics,11/14/17,5/30/18,197 days,1.096744223
10.1101/219295,219295_v1.xml,bioinformatics,1,10.1186/s40168-018-0550-0,PMC6162917,TRUE,Microbiome,11/14/17,9/28/18,318 days,1.363580473
10.1101/219337,219337_v1.xml,evolutionary biology,2,10.1371/journal.pgen.1007375,PMC5953500,TRUE,PLoS_Genet,11/14/17,5/3/18,170 days,1.627882909
10.1101/219345,219345_v1.xml,genetics,1,10.1371/journal.pone.0198187,PMC5983413,TRUE,PLoS_One,11/14/17,6/1/18,199 days,0.882549616
10.1101/219352,219352_v1.xml,genomics,1,10.1093/gigascience/giy053,PMC5967450,TRUE,Gigascience,11/14/17,5/11/18,178 days,0.738206706
10.1101/219386,219386_v2.xml,bioinformatics,2,10.1128/msystems.00053-18,PMC6050633,TRUE,mSystems,11/15/17,7/17/18,244 days,1.663758544
10.1101/219394,219394_v1.xml,genetics,1,10.1007/s10545-018-0174-3,PMC5959962,TRUE,J_Inherit_Metab_Dis,11/14/17,4/5/18,142 days,1.077669993
10.1101/219477,219477_v1.xml,evolutionary biology,1,10.1038/s41598-018-26649-1,PMC5976671,TRUE,Sci_Rep,11/14/17,5/30/18,197 days,1.169858636
10.1101/219519,219519_v1.xml,ecology,1,10.1038/s41467-018-02822-y,PMC5811595,TRUE,Nat_Commun,11/14/17,2/13/18,91 days,2.024137698
10.1101/219535,219535_v1.xml,molecular biology,1,10.1093/nar/gky232,PMC6009587,TRUE,Nucleic_Acids_Res,11/14/17,3/29/18,135 days,1.034391577
10.1101/219576,219576_v2.xml,genetics,3,10.1371/journal.pgen.1008227,PMC6657826,TRUE,PLoS_Genet,11/14/17,7/25/19,618 days,0.820723552
10.1101/219626,219626_v1.xml,neuroscience,1,10.1523/eneuro.0384-17.2018,PMC5881415,TRUE,eNeuro,11/16/17,2/28/18,104 days,1.072219028
10.1101/219675,219675_v1.xml,bioinformatics,1,10.1038/s41598-018-22505-4,PMC5844909,TRUE,Sci_Rep,11/14/17,3/8/18,114 days,0.920951638
10.1101/219691,219691_v1.xml,ecology,2,10.1002/ece3.4252,PMC6065350,TRUE,Ecol_Evol,11/16/17,6/25/18,221 days,1.823096195
10.1101/219758,219758_v1.xml,developmental biology,1,10.1038/s41467-018-04184-x,PMC5964151,TRUE,Nat_Commun,11/14/17,5/22/18,189 days,1.555594791
10.1101/219766,219766_v1.xml,neuroscience,2,10.1111/ejn.13935,PMC6220955,TRUE,Eur_J_Neurosci,11/15/17,5/8/18,174 days,1.811752199
10.1101/219808,219808_v1.xml,genomics,2,10.1073/pnas.1720798115,PMC6048481,TRUE,Proc_Natl_Acad_Sci_U_S_A,11/16/17,6/26/18,222 days,1.311085124
10.1101/219832,219832_v1.xml,epidemiology,1,10.1371/journal.pone.0200126,PMC6059410,TRUE,PLoS_One,11/16/17,7/25/18,251 days,1.269200509
10.1101/219857,219857_v1.xml,epidemiology,1,10.1038/s41598-018-27604-w,PMC6006314,TRUE,Sci_Rep,12/7/17,6/18/18,193 days,0.997481441
10.1101/219881,219881_v1.xml,ecology,1,10.1371/journal.pone.0189021,PMC5726639,TRUE,PLoS_One,11/16/17,12/12/17,26 days,1.478827762
10.1101/219923,219923_v1.xml,neuroscience,1,10.7554/elife.30018,PMC5860871,TRUE,eLife,11/15/17,2/28/18,105 days,1.483454632
10.1101/219956,219956_v1.xml,neuroscience,1,10.7554/elife.35082,PMC6202055,TRUE,eLife,11/15/17,10/25/18,344 days,1.430465263
10.1101/219972,219972_v1.xml,bioinformatics,2,10.1016/j.bpj.2018.02.028,PMC5954442,TRUE,Biophys_J,11/15/17,4/10/18,146 days,1.345093104
10.1101/219998,219998_v1.xml,cell biology,1,10.1186/s13395-017-0144-8,PMC5741941,TRUE,Skelet_Muscle,11/15/17,12/22/17,37 days,0.776861463
10.1101/220038,220038_v1.xml,ecology,2,10.1002/ece3.4563,PMC6308892,TRUE,Ecol_Evol,11/16/17,11/28/18,377 days,1.192534966
10.1101/220046,220046_v2.xml,molecular biology,2,10.1016/j.jmb.2018.12.013,PMC6723617,TRUE,J_Mol_Biol,11/16/17,12/28/18,407 days,1.374549722
10.1101/220053,220053_v1.xml,bioinformatics,1,10.1186/s12859-019-3020-1,PMC6693147,TRUE,BMC_Bioinformatics,11/16/17,8/13/19,635 days,2.74458238
10.1101/220061,220061_v1.xml,cell biology,1,10.1155/2018/8327089,PMC6079616,TRUE,Contrast_Media_Mol_Imaging,11/15/17,7/11/18,238 days,1.455230422
10.1101/220129,220129_v1.xml,genomics,1,10.1186/s13059-018-1466-5,PMC6058388,TRUE,Genome_Biol,11/16/17,7/24/18,250 days,0.770143121
10.1101/220178,220178_v1.xml,cell biology,1,10.1091/mbc.e18-06-0345,PMC6589568,TRUE,Mol_Biol_Cell,11/15/17,12/12/18,392 days,1.161870835
10.1101/220202,220202_v1.xml,epidemiology,1,10.1098/rspb.2018.2201,PMC6304037,TRUE,Proc_Biol_Sci,11/16/17,12/19/18,398 days,0.81433252
10.1101/220210,220210_v1.xml,neuroscience,1,10.1007/s11064-017-2461-z,PMC6345727,TRUE,Neurochem_Res,11/15/17,1/3/18,49 days,1.019599949
10.1101/220251,220251_v1.xml,genomics,2,10.1186/s12864-018-4902-8,PMC6032541,TRUE,BMC_Genomics,11/16/17,7/4/18,230 days,1.69364276
10.1101/220285,220285_v1.xml,bioinformatics,2,10.1371/journal.pcbi.1007133,PMC6675132,TRUE,PLoS_Comput_Biol,11/16/17,7/22/19,613 days,0.876418144
10.1101/220319,220319_v2.xml,neuroscience,2,10.1167/18.5.8,PMC5957475,TRUE,J_Vis,11/16/17,5/1/18,166 days,0.774027266
10.1101/220343,220343_v2.xml,systems biology,3,10.1186/s12915-018-0547-y,PMC6090990,TRUE,BMC_Biol,11/17/17,8/2/18,258 days,1.859359237
10.1101/220400,220400_v1.xml,cancer biology,1,10.1186/s12885-018-4373-y,PMC5922022,TRUE,BMC_Cancer,11/17/17,4/27/18,161 days,0.721096849
10.1101/220483,220483_v1.xml,bioinformatics,1,10.1371/journal.pcbi.1006185,PMC6067737,TRUE,PLoS_Comput_Biol,11/16/17,7/13/18,239 days,0.696619105
10.1101/220558,220558_v2.xml,neuroscience,3,10.1523/eneuro.0414-17.2018,PMC6071196,TRUE,eNeuro,11/16/17,7/6/18,232 days,1.085775696
